vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,region,country,population,density,make_name,make_type
2211,Stationwagon,512,2010,X1 SDRIVE20D,White,2/20/2022,103,Waikato,New Zealand,513800,21.5,BMW,Luxury
2212,Saloon,576,2003,RX-8,Green,2/12/2022,114,Canterbury,New Zealand,655000,14.72,Mazda,Standard
2213,Saloon,512,2001,318I,Silver,11/21/2021,106,Hawke's Bay,New Zealand,182700,12.92,BMW,Luxury
2214,Saloon,610,2001,LEGACY,Silver,12/14/2021,114,Canterbury,New Zealand,655000,14.72,Subaru,Standard
2215,Saloon,548,2010,CRUZE,Blue,1/15/2022,102,Auckland,New Zealand,1695200,343.09,Holden,Standard
2216,Stationwagon,540,2010,TERRITORY,White,2/18/2022,114,Canterbury,New Zealand,655000,14.72,Ford,Standard
2217,Saloon,576,2003,ATENZA,Silver,10/8/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62,Mazda,Standard
2218,Stationwagon,619,2003,IPSUM,Silver,3/27/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2219,Stationwagon,555,2010,I30,Blue,3/12/2022,102,Auckland,New Zealand,1695200,343.09,Hyundai,Standard
2220,Saloon,587,2001,BLUEBIRD,Grey,11/25/2021,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2221,Cab and Chassis Only,587,2010,NAVARA,Blue,2/10/2022,109,Wellington,New Zealand,543500,67.52,Nissan,Standard
2222,Stationwagon,548,2010,CAPTIVA,Black,4/2/2022,109,Wellington,New Zealand,543500,67.52,Holden,Standard
2223,Hatchback,633,2001,GOLF,Silver,3/29/2022,102,Auckland,New Zealand,1695200,343.09,Volkswagen,Standard
2224,Stationwagon,610,2001,IMPREZA,Red,11/3/2021,104,Bay of Plenty,New Zealand,347700,28.8,Subaru,Standard
2225,Utility,587,2010,NAVARA,White,1/31/2022,111,Nelson,New Zealand,54500,129.15,Nissan,Standard
2226,Saloon,587,2007,SKYLINE,Grey,12/19/2021,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2227,Hatchback,619,2010,COROLLA,White,4/1/2022,103,Waikato,New Zealand,513800,21.5,Toyota,Standard
2228,Hatchback,576,2002,ATENZA,White,11/16/2021,104,Bay of Plenty,New Zealand,347700,28.8,Mazda,Standard
2229,Stationwagon,587,2001,PRIMERA,Green,4/4/2022,114,Canterbury,New Zealand,655000,14.72,Nissan,Standard
2230,Saloon,576,2002,ATENZA,White,12/10/2021,103,Waikato,New Zealand,513800,21.5,Mazda,Standard
2231,Light Van,555,2010,H1,White,3/28/2022,102,Auckland,New Zealand,1695200,343.09,Hyundai,Standard
2232,Stationwagon,587,2010,X-TRAIL,Grey,11/6/2021,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2233,Stationwagon,580,2004,LANCER,White,1/15/2022,101,Northland,New Zealand,201500,16.11,Mitsubishi,Standard
2234,Hatchback,512,2003,MINI,Black,12/8/2021,109,Wellington,New Zealand,543500,67.52,BMW,Luxury
2235,Saloon,587,1993,SENTRA,Black,12/31/2021,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2236,Hatchback,576,2005,DEMIO,Blue,2/12/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2237,Stationwagon,550,2002,ODYSSEY,Grey,12/20/2021,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2238,Stationwagon,587,2005,PRESAGE,Red,1/19/2022,104,Bay of Plenty,New Zealand,347700,28.8,Nissan,Standard
2239,Stationwagon,576,2004,MPV,Grey,3/3/2022,103,Waikato,New Zealand,513800,21.5,Mazda,Standard
2240,Hatchback,555,2011,I30,White,1/23/2022,102,Auckland,New Zealand,1695200,343.09,Hyundai,Standard
2241,Hatchback,576,2004,AXELA,Blue,1/30/2022,103,Waikato,New Zealand,513800,21.5,Mazda,Standard
2242,Hatchback,610,2002,IMPREZA,Blue,12/1/2021,105,Gisborne,New Zealand,52100,6.21,Subaru,Standard
2243,Stationwagon,619,2002,PROBOX,White,3/31/2022,114,Canterbury,New Zealand,655000,14.72,Toyota,Standard
2244,Hatchback,512,1997,318TI,White,1/5/2022,102,Auckland,New Zealand,1695200,343.09,BMW,Luxury
2245,Stationwagon,580,1997,PAJERO,Red,11/23/2021,101,Northland,New Zealand,201500,16.11,Mitsubishi,Standard
2246,Stationwagon,550,2001,CIVIC,Blue,1/1/2022,109,Wellington,New Zealand,543500,67.52,Honda,Standard
2247,Stationwagon,587,2002,WINGROAD,Silver,11/15/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62,Nissan,Standard
2248,Hatchback,576,2003,DEMIO,Gold,2/12/2022,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2249,Hatchback,619,2001,VITZ,Red,3/4/2022,103,Waikato,New Zealand,513800,21.5,Toyota,Standard
2250,Utility,540,2011,RANGER,Blue,3/13/2022,109,Wellington,New Zealand,543500,67.52,Ford,Standard
2251,Utility,540,1997,COURIER,Red,2/2/2022,103,Waikato,New Zealand,513800,21.5,Ford,Standard
2252,Saloon,550,1995,ACCORD,Blue,1/12/2022,115,Otago,New Zealand,246000,7.89,Honda,Standard
2253,Saloon,550,2000,TORNEO,Silver,11/1/2021,109,Wellington,New Zealand,543500,67.52,Honda,Standard
2254,Hatchback,576,2002,ATENZA,White,10/20/2021,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2255,Hatchback,576,2003,DEMIO,Purple,3/20/2022,105,Gisborne,New Zealand,52100,6.21,Mazda,Standard
2256,Hatchback,633,2004,GOLF,Black,10/16/2021,102,Auckland,New Zealand,1695200,343.09,Volkswagen,Standard
2257,Utility,540,1984,FALCON,Gold,12/23/2021,101,Northland,New Zealand,201500,16.11,Ford,Standard
2258,Stationwagon,580,2007,OUTLANDER,Black,12/1/2021,115,Otago,New Zealand,246000,7.89,Mitsubishi,Standard
2259,Cab and Chassis Only,587,2011,NAVARA,Silver,2/13/2022,101,Northland,New Zealand,201500,16.11,Nissan,Standard
2260,Saloon,610,2002,IMPREZA,Silver,2/7/2022,102,Auckland,New Zealand,1695200,343.09,Subaru,Standard
2261,Saloon,512,1997,540IASE E39,White,3/17/2022,102,Auckland,New Zealand,1695200,343.09,BMW,Luxury
2262,Hatchback,619,2011,PRIUS,White,10/28/2021,104,Bay of Plenty,New Zealand,347700,28.8,Toyota,Standard
2263,Hatchback,633,2009,POLO,Black,3/30/2022,102,Auckland,New Zealand,1695200,343.09,Volkswagen,Standard
2264,Saloon,587,2003,PRIMERA,Silver,2/7/2022,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2265,Saloon,548,1999,VT COMMODORE,Black,12/10/2021,102,Auckland,New Zealand,1695200,343.09,Holden,Standard
2266,Stationwagon,576,2002,ATENZA,Silver,3/26/2022,105,Gisborne,New Zealand,52100,6.21,Mazda,Standard
2267,Stationwagon,550,2003,ODYSSEY,White,12/14/2021,114,Canterbury,New Zealand,655000,14.72,Honda,Standard
2268,Stationwagon,587,2005,WINGROAD,White,3/22/2022,114,Canterbury,New Zealand,655000,14.72,Nissan,Standard
2269,Stationwagon,619,2001,COROLLA,Blue,3/7/2022,101,Northland,New Zealand,201500,16.11,Toyota,Standard
2270,Utility,540,2005,COURIER,Black,1/14/2022,102,Auckland,New Zealand,1695200,343.09,Ford,Standard
2271,Stationwagon,550,1999,ACCORD,White,10/8/2021,103,Waikato,New Zealand,513800,21.5,Honda,Standard
2272,Utility,580,2011,TRITON,Brown,3/15/2022,101,Northland,New Zealand,201500,16.11,Mitsubishi,Standard
2273,Stationwagon,576,2001,TRIBUTE,Silver,12/12/2021,114,Canterbury,New Zealand,655000,14.72,Mazda,Standard
2274,Saloon,610,2000,LEGACY,Blue,12/10/2021,106,Hawke's Bay,New Zealand,182700,12.92,Subaru,Standard
2275,Hatchback,587,2002,MARCH,Orange,2/17/2022,109,Wellington,New Zealand,543500,67.52,Nissan,Standard
2276,Stationwagon,576,2002,ATENZA,Grey,3/31/2022,105,Gisborne,New Zealand,52100,6.21,Mazda,Standard
2277,Hatchback,580,2004,COLT,Grey,2/3/2022,102,Auckland,New Zealand,1695200,343.09,Mitsubishi,Standard
2278,Flat Deck Truck,587,1994,ATLAS,White,10/13/2021,114,Canterbury,New Zealand,655000,14.72,Nissan,Standard
2279,Utility,619,2011,HILUX,Black,3/20/2022,105,Gisborne,New Zealand,52100,6.21,Toyota,Standard
2280,Hatchback,576,2005,AXELA,Silver,3/11/2022,114,Canterbury,New Zealand,655000,14.72,Mazda,Standard
2281,Stationwagon,610,2002,FORESTER,Gold,3/2/2022,101,Northland,New Zealand,201500,16.11,Subaru,Standard
2282,Stationwagon,540,2011,MONDEO,Grey,1/20/2022,102,Auckland,New Zealand,1695200,343.09,Ford,Standard
2283,Stationwagon,548,2011,CAPTIVA,Black,3/4/2022,102,Auckland,New Zealand,1695200,343.09,Holden,Standard
2284,Saloon,548,1972,KINGSWOOD,Blue,2/12/2022,105,Gisborne,New Zealand,52100,6.21,Holden,Standard
2285,Utility,587,2011,NAVARA,Silver,12/14/2021,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2286,Hatchback,592,2003,307,Blue,3/16/2022,114,Canterbury,New Zealand,655000,14.72,Peugeot,Standard
2287,Saloon,512,2001,318I,Blue,10/25/2021,114,Canterbury,New Zealand,655000,14.72,BMW,Luxury
2288,Stationwagon,550,2000,ODYSSEY,Grey,1/27/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2289,Saloon,550,2001,ACCORD,Silver,1/27/2022,107,Taranaki,New Zealand,127300,17.55,Honda,Standard
2290,Saloon,550,2005,ACCORD,Silver,2/22/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2291,Stationwagon,531,1991,ROCKY,Black,10/12/2021,104,Bay of Plenty,New Zealand,347700,28.8,Daihatsu,Standard
2292,Hatchback,587,2003,MARCH,White,12/22/2021,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2293,Saloon,619,2002,PLATZ,White,3/16/2022,114,Canterbury,New Zealand,655000,14.72,Toyota,Standard
2294,Saloon,548,2001,VX COMMODORE,White,12/27/2021,105,Gisborne,New Zealand,52100,6.21,Holden,Standard
2295,Stationwagon,548,2008,COMMODORE,Green,10/17/2021,103,Waikato,New Zealand,513800,21.5,Holden,Standard
2296,Stationwagon,619,2003,CALDINA,Silver,2/11/2022,104,Bay of Plenty,New Zealand,347700,28.8,Toyota,Standard
2297,Stationwagon,580,2011,CHALLENGER,Brown,1/28/2022,101,Northland,New Zealand,201500,16.11,Mitsubishi,Standard
2298,Stationwagon,576,2011,CX-9,Black,12/19/2021,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2299,Hatchback,610,2001,IMPREZA,Red,3/12/2022,102,Auckland,New Zealand,1695200,343.09,Subaru,Standard
2300,Stationwagon,577,2000,ML270,Silver,2/15/2022,114,Canterbury,New Zealand,655000,14.72,Mercedes-Benz,Luxury
2301,Saloon,619,2007,AURION,Red,1/19/2022,103,Waikato,New Zealand,513800,21.5,Toyota,Standard
2302,Stationwagon,610,2002,FORESTER,Black,11/28/2021,109,Wellington,New Zealand,543500,67.52,Subaru,Standard
2303,Hatchback,576,2004,DEMIO,Blue,4/5/2022,105,Gisborne,New Zealand,52100,6.21,Mazda,Standard
2304,Saloon,576,2006,ATENZA,White,1/22/2022,107,Taranaki,New Zealand,127300,17.55,Mazda,Standard
2305,Hatchback,633,2011,GOLF,Black,2/25/2022,102,Auckland,New Zealand,1695200,343.09,Volkswagen,Standard
2306,Stationwagon,576,2002,FAMILIA,Red,12/27/2021,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2307,Trailer,514,2005,8 X 4,Green,2/23/2022,114,Canterbury,New Zealand,655000,14.72,Briford,Standard
2308,Trailer - Heavy,623,2006,COMMERCIAL,Black,2/28/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
2309,Boat Trailer,623,2005,FOURWINNS,Black,1/16/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
2310,Trailer,549,1989,TRAILER,Green,1/10/2022,114,Canterbury,New Zealand,655000,14.72,Homebuilt,Standard
2311,Trailer,549,1989,MISC,Blue,11/3/2021,114,Canterbury,New Zealand,655000,14.72,Homebuilt,Standard
2312,Trailer,514,2005,8X4 TRAILER,Silver,10/27/2021,102,Auckland,New Zealand,1695200,343.09,Briford,Standard
2313,Trailer,623,2006,BRIFORD 8X4 1000KG,Blue,1/15/2022,115,Otago,New Zealand,246000,7.89,Trailer,Standard
2314,Hatchback,576,2002,FAMILIA,Silver,1/13/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2315,Hatchback,633,2003,LUPO,Black,4/1/2022,102,Auckland,New Zealand,1695200,343.09,Volkswagen,Standard
2316,Utility,580,1992,L200,Green,3/7/2022,102,Auckland,New Zealand,1695200,343.09,Mitsubishi,Standard
2317,Light Van,576,2006,BONGO,White,3/31/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2318,Hatchback,576,2011,MAZDA3,White,12/20/2021,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2319,Utility,576,2011,BT-50,White,2/26/2022,104,Bay of Plenty,New Zealand,347700,28.8,Mazda,Standard
2320,Saloon,548,2011,COMMODORE,White,4/4/2022,104,Bay of Plenty,New Zealand,347700,28.8,Holden,Standard
2321,Stationwagon,550,2002,STREAM,Blue,3/31/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2322,Saloon,576,2002,ATENZA,Grey,2/15/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2323,Stationwagon,619,2004,ESTIMA,White,2/21/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2324,Stationwagon,548,2010,CAPTIVA,Black,2/14/2022,106,Hawke's Bay,New Zealand,182700,12.92,Holden,Standard
2325,Saloon,587,2005,BLUEBIRD,Grey,11/15/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62,Nissan,Standard
2326,Saloon,576,2003,ATENZA,Silver,1/15/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Mazda,Standard
2327,Saloon,576,2006,AXELA,Blue,4/4/2022,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2328,Saloon,587,2006,TIIDA,Silver,2/18/2022,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2329,Stationwagon,610,2003,LEGACY,Gold,2/21/2022,115,Otago,New Zealand,246000,7.89,Subaru,Standard
2330,Stationwagon,619,2011,HIGHLANDER,Silver,2/11/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2331,Saloon,580,2000,LANCER,Grey,10/21/2021,102,Auckland,New Zealand,1695200,343.09,Mitsubishi,Standard
2332,Saloon,619,2001,ALTEZZA,Silver,10/18/2021,114,Canterbury,New Zealand,655000,14.72,Toyota,Standard
2333,Stationwagon,610,2002,LEGACY,Silver,3/31/2022,102,Auckland,New Zealand,1695200,343.09,Subaru,Standard
2334,Saloon,610,2002,LEGACY,Grey,12/26/2021,107,Taranaki,New Zealand,127300,17.55,Subaru,Standard
2335,Utility,540,2003,COURIER,Blue,2/2/2022,104,Bay of Plenty,New Zealand,347700,28.8,Ford,Standard
2336,Saloon,577,2004,E500,Black,11/18/2021,102,Auckland,New Zealand,1695200,343.09,Mercedes-Benz,Luxury
2337,Stationwagon,610,2002,IMPREZA,White,3/5/2022,104,Bay of Plenty,New Zealand,347700,28.8,Subaru,Standard
2338,Saloon,522,1972,350AUTO,Green,3/9/2022,104,Bay of Plenty,New Zealand,347700,28.8,Chevrolet,Standard
2339,Stationwagon,580,2000,PAJERO,Silver,11/22/2021,102,Auckland,New Zealand,1695200,343.09,Mitsubishi,Standard
2340,Stationwagon,619,1991,HILUX,Grey,12/1/2021,114,Canterbury,New Zealand,655000,14.72,Toyota,Standard
2341,Stationwagon,576,2005,ATENZA,Blue,3/5/2022,107,Taranaki,New Zealand,127300,17.55,Mazda,Standard
2342,Saloon,512,2005,320I,Silver,3/13/2022,102,Auckland,New Zealand,1695200,343.09,BMW,Luxury
2343,Cab and Chassis Only,587,2011,NAVARA,Red,12/9/2021,115,Otago,New Zealand,246000,7.89,Nissan,Standard
2344,Saloon,587,2006,TIIDA,White,2/12/2022,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2345,Saloon,550,2002,ACCORD,Grey,2/26/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2346,Hatchback,633,2003,GOLF,Blue,2/25/2022,102,Auckland,New Zealand,1695200,343.09,Volkswagen,Standard
2347,Utility,619,2011,HILUX,Gold,12/10/2021,105,Gisborne,New Zealand,52100,6.21,Toyota,Standard
2348,Saloon,512,2000,318I,Silver,1/3/2022,102,Auckland,New Zealand,1695200,343.09,BMW,Luxury
2349,Cab and Chassis Only,587,2011,NAVARA,Silver,1/8/2022,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2350,Stationwagon,610,2002,LEGACY,White,12/30/2021,101,Northland,New Zealand,201500,16.11,Subaru,Standard
2351,Utility,540,2011,RANGER,Red,12/5/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62,Ford,Standard
2352,Saloon,619,2000,ALTEZZA,Silver,3/24/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2353,Hatchback,619,2011,YARIS,Silver,1/21/2022,114,Canterbury,New Zealand,655000,14.72,Toyota,Standard
2354,Hatchback,619,2000,FUNCARGO,Gold,3/5/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2355,Hatchback,550,2000,CIVIC,Blue,1/17/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2356,Hatchback,619,2011,YARIS,Red,11/19/2021,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2357,Saloon,619,2004,MARKX,Silver,4/4/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2358,Stationwagon,619,2002,FIELDER,Silver,2/11/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2359,Stationwagon,576,2006,ATENZA,Grey,2/28/2022,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2360,Stationwagon,610,2006,IMPREZA,Silver,1/6/2022,101,Northland,New Zealand,201500,16.11,Subaru,Standard
2361,Stationwagon,507,2005,A3,Black,11/7/2021,101,Northland,New Zealand,201500,16.11,Audi,Standard
2362,Utility,540,2004,COURIER,Grey,1/13/2022,103,Waikato,New Zealand,513800,21.5,Ford,Standard
2363,Hatchback,576,2004,DEMIO,Silver,2/17/2022,107,Taranaki,New Zealand,127300,17.55,Mazda,Standard
2364,Saloon,548,1999,VT COMMODORE,Brown,10/19/2021,114,Canterbury,New Zealand,655000,14.72,Holden,Standard
2365,Roadbike,536,2021,STREETFIGHTER,Red,1/25/2022,102,Auckland,New Zealand,1695200,343.09,Ducati,Standard
2366,Stationwagon,580,2002,AIRTREK,Black,2/24/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Mitsubishi,Standard
2367,Hatchback,587,2002,MARCH,Yellow,12/2/2021,109,Wellington,New Zealand,543500,67.52,Nissan,Standard
2368,Hatchback,576,2001,FAMILIA,White,10/29/2021,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2369,Saloon,619,2006,ALLION,Silver,3/27/2022,115,Otago,New Zealand,246000,7.89,Toyota,Standard
2370,Hatchback,540,2012,MONDEO,Grey,2/7/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Ford,Standard
2371,Hatchback,619,2001,DUET,Green,1/2/2022,109,Wellington,New Zealand,543500,67.52,Toyota,Standard
2372,Saloon,587,2006,TIIDA,White,2/14/2022,103,Waikato,New Zealand,513800,21.5,Nissan,Standard
2373,Hatchback,619,2002,IST,Red,3/21/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2374,Stationwagon,548,2006,COMMODORE,Black,3/13/2022,102,Auckland,New Zealand,1695200,343.09,Holden,Standard
2375,Utility,556,2012,D-MAX,Brown,3/15/2022,103,Waikato,New Zealand,513800,21.5,Isuzu,Standard
2376,Utility,548,2009,COLORADO,White,1/17/2022,103,Waikato,New Zealand,513800,21.5,Holden,Standard
2377,Saloon,577,2011,C,White,10/12/2021,102,Auckland,New Zealand,1695200,343.09,Mercedes-Benz,Luxury
2378,Light Van,611,1989,SK410,White,3/13/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
2379,Stationwagon,619,2003,IPSUM,Silver,1/18/2022,109,Wellington,New Zealand,543500,67.52,Toyota,Standard
2380,Hatchback,576,2002,DEMIO,Orange,2/17/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2381,Stationwagon,619,1997,HILUX,Black,3/19/2022,114,Canterbury,New Zealand,655000,14.72,Toyota,Standard
2382,Convertible,512,2003,Z4,Grey,11/9/2021,102,Auckland,New Zealand,1695200,343.09,BMW,Luxury
2383,Hatchback,576,2004,DEMIO,Silver,2/24/2022,103,Waikato,New Zealand,513800,21.5,Mazda,Standard
2384,Hatchback,540,2012,MONDEO,Black,4/3/2022,102,Auckland,New Zealand,1695200,343.09,Ford,Standard
2385,Saloon,610,2003,LEGACY,Blue,12/17/2021,109,Wellington,New Zealand,543500,67.52,Subaru,Standard
2386,Stationwagon,576,2003,PREMACY,Grey,4/3/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2387,Hatchback,610,1998,IMPREZA,Black,3/17/2022,109,Wellington,New Zealand,543500,67.52,Subaru,Standard
2388,Stationwagon,610,2002,LEGACY,Silver,12/28/2021,109,Wellington,New Zealand,543500,67.52,Subaru,Standard
2389,Stationwagon,610,2009,LEGACY,Black,4/3/2022,101,Northland,New Zealand,201500,16.11,Subaru,Standard
2390,Hatchback,587,2000,CUBE,Red,12/29/2021,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2391,Stationwagon,555,2012,I30,Blue,12/22/2021,114,Canterbury,New Zealand,655000,14.72,Hyundai,Standard
2392,Stationwagon,580,2012,OUTLANDER,Red,2/18/2022,102,Auckland,New Zealand,1695200,343.09,Mitsubishi,Standard
2393,Hatchback,512,2002,318TI,Red,10/23/2021,115,Otago,New Zealand,246000,7.89,BMW,Luxury
2394,Saloon,576,2005,AXELA,White,11/1/2021,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2395,Stationwagon,548,2012,CAPTIVA,White,2/4/2022,102,Auckland,New Zealand,1695200,343.09,Holden,Standard
2396,Utility,580,2001,L200,Green,4/3/2022,102,Auckland,New Zealand,1695200,343.09,Mitsubishi,Standard
2397,Light Van,580,2012,L300,White,11/5/2021,109,Wellington,New Zealand,543500,67.52,Mitsubishi,Standard
2398,Stationwagon,550,2001,STREAM,Purple,12/12/2021,101,Northland,New Zealand,201500,16.11,Honda,Standard
2399,Hatchback,576,2006,DEMIO,Silver,12/3/2021,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2400,Stationwagon,610,2012,FORESTER,White,12/12/2021,104,Bay of Plenty,New Zealand,347700,28.8,Subaru,Standard
2401,Stationwagon,592,2012,308,Blue,12/5/2021,115,Otago,New Zealand,246000,7.89,Peugeot,Standard
2402,Hatchback,576,2004,DEMIO,Blue,4/4/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2403,Hatchback,550,2002,CIVIC,Silver,12/4/2021,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2404,Hatchback,611,2006,SWIFT,Silver,1/26/2022,101,Northland,New Zealand,201500,16.11,Suzuki,Standard
2405,Stationwagon,587,2006,EXPERT,Silver,4/4/2022,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
2406,Saloon,550,2000,TORNEO,Black,3/7/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
2407,Utility,619,2012,HILUX,White,3/28/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Toyota,Standard
2408,Saloon,512,2002,318CI,Silver,11/29/2021,102,Auckland,New Zealand,1695200,343.09,BMW,Luxury
2409,Saloon,587,2004,SKYLINE,Grey,4/1/2022,114,Canterbury,New Zealand,655000,14.72,Nissan,Standard
2410,Stationwagon,610,2005,FORESTER,Silver,1/27/2022,109,Wellington,New Zealand,543500,67.52,Subaru,Standard
2411,Hatchback,619,1999,VITZ,Gold,12/17/2021,105,Gisborne,New Zealand,52100,6.21,Toyota,Standard
2412,Stationwagon,587,2005,LAFESTA,Blue,12/29/2021,105,Gisborne,New Zealand,52100,6.21,Nissan,Standard
2413,Stationwagon,550,1996,CRV,Purple,4/2/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Honda,Standard
2414,Saloon,576,2003,RX-8,Blue,10/25/2021,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2415,Saloon,548,2001,VX COMMODORE,Blue,10/9/2021,103,Waikato,New Zealand,513800,21.5,Holden,Standard
2416,Hatchback,587,2006,TIIDA,Silver,4/5/2022,103,Waikato,New Zealand,513800,21.5,Nissan,Standard
2417,Stationwagon,576,2003,ATENZA,Silver,2/11/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2418,Hatchback,576,2005,DEMIO,Silver,3/19/2022,103,Waikato,New Zealand,513800,21.5,Mazda,Standard
2419,Hatchback,576,2004,DEMIO,Blue,1/16/2022,103,Waikato,New Zealand,513800,21.5,Mazda,Standard
2420,Utility,576,2002,BOUNTY,Red,3/31/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2421,Utility,540,2012,RANGER,White,2/13/2022,104,Bay of Plenty,New Zealand,347700,28.8,Ford,Standard
2422,Stationwagon,619,1999,ESTIMA,Silver,3/21/2022,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2423,Saloon,548,2012,CRUZE,Grey,2/27/2022,102,Auckland,New Zealand,1695200,343.09,Holden,Standard
2424,Utility,540,2002,COURIER,Green,3/11/2022,115,Otago,New Zealand,246000,7.89,Ford,Standard
2425,Stationwagon,576,2006,ATENZA,Black,12/6/2021,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2426,Saloon,548,2003,COMMODORE,Red,12/19/2021,102,Auckland,New Zealand,1695200,343.09,Holden,Standard
2427,Stationwagon,576,2002,ATENZA,White,3/23/2022,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2428,Hatchback,611,2006,SWIFT,Yellow,12/17/2021,109,Wellington,New Zealand,543500,67.52,Suzuki,Standard
2429,Utility,576,2006,BONGO,White,10/30/2021,102,Auckland,New Zealand,1695200,343.09,Mazda,Standard
2430,Hatchback,633,2003,GOLF,Black,1/17/2022,111,Nelson,New Zealand,54500,129.15,Volkswagen,Standard
2431,Utility,587,2012,NAVARA,Silver,2/22/2022,114,Canterbury,New Zealand,655000,14.72,Nissan,Standard
2432,Stationwagon,576,2002,ATENZA,Red,12/16/2021,109,Wellington,New Zealand,543500,67.52,Mazda,Standard
2433,Stationwagon,610,2000,LEGACY,Black,11/26/2021,104,Bay of Plenty,New Zealand,347700,28.8,Subaru,Standard
2434,Saloon,610,2009,LEGACY,Black,3/25/2022,111,Nelson,New Zealand,54500,129.15,Subaru,Standard
2435,Light Van,619,2012,HIACE,White,11/22/2021,102,Auckland,New Zealand,1695200,343.09,Toyota,Standard
2436,Stationwagon,540,2002,EXPLORER,Green,3/7/2022,104,Bay of Plenty,New Zealand,347700,28.8,Ford,Standard
2437,Utility,548,2012,COLORADO,Silver,1/8/2022,107,Taranaki,New Zealand,127300,17.55,Holden,Standard
2438,Stationwagon,587,2001,ELGRAND,White,3/14/2022,111,Nelson,New Zealand,54500,129.15,Nissan,Standard
2439,Hatchback,540,2012,FOCUS,Black,4/1/2022,102,Auckland,New Zealand,1695200,343.09,Ford,Standard
2440,Sports Car,507,2011,RS5,Grey,1/16/2022,102,Auckland,New Zealand,1695200,343.09,Audi,Standard
